Domain,Area,Element,Item,Year,Value
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","8.153453"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","8.639124"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","9.787668"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","10.085312"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","10.469168"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","10.827477"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","10.957067"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","11.307778"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","11.638038"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","11.965837"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","12.292135"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","12.617314"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","12.941643"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","12.365087"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","12.806647"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","13.635573"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","13.870364"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","14.034795"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","14.167841"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","14.408978"
"Value of Agricultural Production","Seychelles","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","14.650114"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","1631.27802"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","1696.529141"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","1761.780262"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","1794.405822"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","1859.656943"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","1892.282503"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","1957.533624"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","1990.159184"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","2055.410305"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","2120.661426"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","2185.912547"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","2218.538107"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","2283.789228"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","2316.414788"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","2381.665909"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","2381.665909"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","2446.91703"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","2446.91703"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","2512.168151"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","2544.793711"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","2610.044832"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","2610.044832"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","2675.295953"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","2707.921513"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","2740.547074"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","2773.172634"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","2805.798194"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","2838.423755"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","2871.049315"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","2903.674876"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","2283.789228"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","1305.022416"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","2283.789228"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","2610.044832"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","2591.285932"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","2508.272929"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","2500.962251"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","2544.793711"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","2577.419272"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","2610.044832"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","2773.172634"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","2765.178538"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","2838.423755"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","2857.999091"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","2936.300436"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","2838.423755"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","2884.283455"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","2895.123943"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","2806.776961"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","2773.172634"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","3126.181587"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","3588.811644"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","3588.811644"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","3472.658856"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","3375.690112"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","3398.066344"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","3430.456034"
"Value of Agricultural Production","Somalia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","3462.845725"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","124924.575794"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","141361.985635"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","142046.469892"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","153597.223296"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","144050.658067"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","142455.594419"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","160517.757168"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","164000.861996"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","149755.889814"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","165101.97466"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","150182.9584"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","181043.149727"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","166904.536872"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","190898.026501"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","180402.383721"
"Value of Agricultural Production","South Africa","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","195784.682938"
